StateAb,Affiliation,DrivAge,ExposTotal,SumInsAvg
SP,1,26-35,0.66,47860.88
SP,1,>55,4.01,26327.01
SP,1,>55,2.72,17459.95
SP,0,NA,0.25,57399.99
SP,1,36-45,4.05,33755.27
SP,1,26-35,1.42,15278.55
SP,1,36-45,1.45,51900.91
SP,1,46-55,1.24,93554.67
SP,0,NA,2.49,221228.46
SP,1,>55,0.5,22545
SP,1,26-35,9.54,19185.2
SP,1,46-55,2.29,16930.58
SP,1,26-35,31.53,25273.4
SP,1,36-45,1.29,11824.54
SP,1,46-55,3.41,31326.14
SP,1,46-55,1.11,60050.81
SP,NA,26-35,0.5,38538.4
SP,1,>55,0.43,34976.99
TO,1,46-55,0.85,23989.01
SP,1,>55,0.75,21586
SP,0,36-45,0.5,94516.99
SP,1,>55,3.33,58642.5
SP,1,36-45,1.68,28348.94
SP,1,46-55,1.57,55009.06
SP,0,NA,4.35,64387.47
SP,0,36-45,1.38,36295.76
SP,1,>55,1.26,12571.73
SP,1,>55,0.16,54733
SP,1,46-55,0.5,58586.72
SP,0,NA,0.64,352708.26
SP,1,46-55,0.69,29287.92
SP,1,18-25,2.33,13204.9
SP,1,>55,2.8,82956.82
SP,1,36-45,1.01,79630.32
SP,0,NA,0.78,31119.42
SP,NA,NA,0.5,57457.99
SP,1,18-25,0.45,26677.39
SP,1,36-45,1.92,16558.92
SP,1,26-35,0.66,50472.36
SP,1,36-45,1.82,30348.25
SP,1,46-55,1,85680
SP,1,36-45,0.52,38258.32
TO,1,>55,3.51,21635.81
SP,NA,NA,0,0
SP,0,NA,0.46,170418.99
SP,1,26-35,1.15,22603.86
SP,1,46-55,0.36,66420
SP,1,36-45,9.41,44051.39
SP,0,NA,28.13,37096.32
SP,1,>55,0.5,34410
SP,1,36-45,0.5,27965.99
SP,1,18-25,0.53,21600.49
SP,0,26-35,0.19,177632.99
SP,0,NA,1,0
SP,1,36-45,2.1,17941.13
SP,1,46-55,25.19,49797.62
SP,1,26-35,0.66,17858.14
SP,1,36-45,1.55,70153.37
SP,1,36-45,2.32,20887.06
SP,1,36-45,8.06,32286.66
TO,1,46-55,0.5,25395.99
SP,1,>55,1.48,19989.12
SP,0,NA,5.72,14942.79
SP,1,26-35,1.51,33371.99
SP,1,>55,0.5,22924
SP,0,>55,1.16,24043.02
SP,1,>55,0.15,42779.99
TO,1,36-45,0.5,154850
SP,1,>55,0.21,13001
SP,1,46-55,3.88,34460.6
SP,1,>55,2.47,8442.08
SP,1,36-45,28.19,19754.61
SP,1,46-55,3.41,27622.35
SP,NA,>55,0.38,30051
SP,1,>55,14.77,12145.29
SP,1,>55,1.57,52013.48
SP,1,>55,6.18,99499.75
SP,NA,36-45,0,0
SP,1,46-55,0.88,36642.59
SP,1,46-55,0.5,6943
SP,1,46-55,0.81,0
SP,0,>55,0.5,20509
SP,1,36-45,0.46,94374.99
SP,1,26-35,2.64,16771.84
SP,0,NA,15.67,24241.27
SP,1,18-25,0.23,24507.08
SP,1,46-55,58.9,9762.43
SP,1,>55,2.12,91284.36
SP,1,36-45,0.43,14782
SP,1,>55,0.52,48676.87
SP,1,26-35,0.41,15272
SP,0,NA,4.08,19511.44
SP,1,46-55,0.5,49254.99
SP,1,26-35,28.49,23847.51
SP,1,36-45,2.89,16248.86
SP,0,NA,0.5,42430
SP,1,26-35,0.26,0
SP,1,18-25,0.5,23614.99
SP,NA,>55,0.23,24896.99
SP,1,46-55,1.51,62512.52
SP,1,26-35,11.71,24707.64
TO,0,NA,0.9,65991.97
SP,1,36-45,6.37,51411.51
SP,1,>55,3.01,56954.49
SP,1,46-55,1.01,11953.34
SP,1,18-25,0.87,44187.6
SP,1,>55,0.22,23118.99
SP,0,NA,2.56,48828.65
TO,1,>55,0.73,71992.96
SP,1,46-55,0.58,22829.02
SP,1,36-45,0.13,36892
SP,NA,46-55,0.18,52200.99
SP,1,46-55,0.5,31895.99
TO,1,>55,1.38,69745.13
SP,1,>55,33.34,22078.16
SP,1,26-35,4.44,30102.74
SP,1,18-25,0.3,53689.59
SP,0,46-55,0.26,39451
SP,1,>55,4.61,29359.23
SP,1,26-35,3.3,42240.14
SP,1,>55,7.57,44631.99
SP,1,>55,0.5,31069.6
SP,1,18-25,0.04,37147
SP,1,46-55,3.43,34334.69
SP,1,26-35,35.16,14321.55
SP,NA,26-35,0.41,54587
SP,0,>55,0.11,51415
SP,1,46-55,0.5,41189
SP,1,46-55,0.5,33490.99
SP,0,NA,1,61812.99
SP,1,>55,1.51,15137.2
SP,0,36-45,0.5,21051.28
SP,1,26-35,2.06,46369.58
SP,0,NA,1.19,53840.04
SP,1,26-35,1.62,24658.45
SP,1,>55,0.5,32701.7
SP,1,>55,3.03,44538.61
SP,0,NA,0.46,89166.99
SP,1,36-45,0.04,29226
SP,1,46-55,0.5,7500.78
SP,1,36-45,0.14,30120
SP,NA,18-25,0,0
SP,1,46-55,1.62,38291.54
SP,1,36-45,1.69,49367.74
SP,1,26-35,0.36,9764
SP,0,46-55,0.48,24137
SP,1,>55,0.25,51309.99
SP,0,NA,0.9,27761.11
SP,1,18-25,2.63,17643.97
SP,1,46-55,0.96,126693.27
SP,0,36-45,1.51,50327.33
SP,1,46-55,3.33,17857.13
SP,0,NA,3.39,64874.78
SP,1,>55,56.45,19029.3
SP,0,26-35,0.5,45987.43
SP,1,26-35,0.5,16871.11
SP,1,36-45,0.52,17863.38
SP,1,46-55,1.01,30164.41
SP,0,NA,0.26,52577.99
SP,1,36-45,0.3,17599
SP,1,26-35,5.24,52209.76
SP,1,18-25,58.2,10461.22
SP,0,26-35,0.39,36030
SP,0,>55,1,118746.49
SP,1,>55,0.13,35727
SP,1,36-45,0.74,13353.61
SP,1,36-45,11.44,30102.1
SP,1,>55,38.75,37996.33
SP,0,NA,2.63,22454.2
SP,1,18-25,5.09,26283.68
SP,NA,>55,0.03,22148.99
SP,NA,46-55,0.54,9773.75
SP,1,36-45,4.35,22031.26
SP,1,>55,0.19,63876.99
SP,1,18-25,1.87,103782.92
SP,0,36-45,2.41,30563.73
SP,1,>55,0.09,61866.99
SP,1,36-45,0.5,44823
SP,0,46-55,0.18,117766.99
TO,1,>55,0.5,53818.99
SP,1,26-35,77.27,29698.87
SP,1,26-35,28.33,29186.89
SP,1,>55,4.3,35426.91
SP,1,36-45,5.29,42511.87
SP,0,NA,0.12,50331
SP,1,36-45,2.29,22715.09
SP,0,26-35,0.16,72969.99
SP,1,NA,0,0
SP,0,18-25,0.5,40403
SP,0,>55,2.09,11188.67
SP,0,36-45,2.75,21601.86
SP,1,NA,0.25,28846.48
SP,0,NA,24.14,47400.58
SP,0,26-35,1,51636.99
SP,NA,18-25,0,0
SP,1,46-55,1.01,51032.91
SP,0,NA,0.14,158000
SP,0,NA,0.44,21825
SP,0,NA,1.27,13688.41
SP,1,18-25,13.47,29894.09
SP,0,NA,3.94,25775.93
SP,0,NA,0.37,76929.56
SP,1,>55,0.53,31842.54
SP,0,NA,16.4,38662.01
SP,0,>55,0.36,43705.63
TO,0,NA,0.13,30426
SP,1,18-25,0.34,35225
SP,1,>55,1.84,28818.8
SP,0,36-45,0.04,128008.99
SP,0,NA,0.13,51270.99
SP,1,>55,0.19,35637.08
SP,1,NA,0,0
SP,1,26-35,1.86,29994.29
SP,0,>55,0.5,44513
SP,1,36-45,2.64,43092.34
SP,1,46-55,0.19,74729.99
SP,1,46-55,22.67,8039.43
SP,1,36-45,17.63,16294.7
SP,NA,>55,0.2,87032.99
SP,1,26-35,0.02,14599.99
SP,0,NA,0.5,39420.55
SP,1,46-55,0.5,6909
SP,0,NA,0.5,24507.8
SP,1,46-55,0.5,30457
TO,1,36-45,1,50912.27
SP,1,>55,2.56,41431.45
SP,1,46-55,0.5,2500
SP,1,18-25,0.17,4459.53
SP,1,36-45,1.85,31794.3
SP,1,>55,1.13,20752.84
SP,0,NA,0.37,55326
SP,1,18-25,0.41,25466.82
SP,0,46-55,0.5,66409.99
SP,1,>55,0.43,53589.09
SP,1,36-45,0.67,25239.41
SP,1,46-55,7.11,24529.35
SP,0,18-25,0.03,0
SP,1,>55,5.86,10490.14
SP,0,NA,0.97,19781.09
TO,1,>55,0.008219178,41899.99
SP,1,>55,0.08,154188
SP,1,46-55,0.5,13405
SP,1,36-45,14.96,55159.78
SP,1,>55,1.36,23819.1
SP,1,26-35,0.5,15209.44
SP,1,>55,7.31,8323.72
SP,1,36-45,4.34,50826.93
SP,NA,>55,1.12,53840.78
SP,1,>55,0.67,17105.12
SP,1,36-45,4.19,26237.86
SP,1,>55,0.5,215777
SP,1,18-25,3.29,37917.97
SP,1,36-45,16.96,164838.68
SP,1,36-45,1,49953.49
SP,1,36-45,0.73,31607.81
SP,1,36-45,11.57,28802.77
SP,1,36-45,3.37,17324.57
SP,0,NA,0.29,0
SP,1,26-35,4.24,22704.84
SP,1,26-35,0.13,37489.99
SP,1,36-45,1.01,78539.87
SP,0,>55,1,27987.49
SP,1,>55,0.41,5318.99
SP,1,>55,1,74745
SP,0,46-55,0.16,56386
SP,0,46-55,0.95,55427.72
SP,1,46-55,0.13,80934
SP,1,18-25,1.01,26651.76
SP,1,36-45,0.5,26629.99
SP,1,>55,3.21,16779.69
SP,1,46-55,1.96,11882.8
SP,1,46-55,0.85,274144.91
SP,NA,NA,0,0
SP,1,18-25,0.15,36808.99
SP,1,26-35,0.36,0
SP,1,>55,0.41,53595.99
SP,1,36-45,85.4,23884.59
SP,0,>55,1.2,24277.29
SP,1,>55,1.43,16521.25
SP,1,NA,0,0
TO,1,26-35,1.21,38217.32
SP,0,18-25,0.5,52573
SP,0,36-45,3.07,50063.74
SP,1,46-55,0.5,15152.11
SP,0,36-45,0.5,0
SP,1,46-55,1,48638.99
SP,1,26-35,0.3,21723
SP,1,36-45,1.66,43361.73
SP,1,46-55,0.08,107883
SP,0,26-35,0.5,22057.04
TO,1,26-35,1.11,56605.34
SP,1,>55,0.96,14288.97
SP,0,NA,1.64,52136.49
TO,1,>55,0.04,29639
SP,1,26-35,0.09,23795.99
SP,1,46-55,0.5,21692.99
SP,NA,26-35,1.53,44849.23
SP,0,36-45,0.5,61693.99
SP,1,36-45,4.17,26145.61
SP,1,>55,4.67,34206.48
SP,1,46-55,3.27,29399.74
SP,1,>55,1.1,64645.91
SP,1,18-25,0.33,59451
SP,1,26-35,1.18,31014.36
SP,1,26-35,0.01,21851
SP,1,26-35,14.95,16156.08
SP,0,18-25,1.51,30830
SP,1,18-25,0.19,30971
SP,1,>55,1,5802.99
SP,0,NA,0.7,61430.87
SP,0,NA,5.9,18294.43
SP,1,36-45,0.5,20408
SP,NA,36-45,0,0
SP,1,>55,3.98,33763.37
SP,1,>55,0.52,22264.12
SP,1,>55,64.67,24335.04
SP,1,46-55,0.76,72591.35
SP,NA,18-25,0,0
SP,1,26-35,0.04,0
SP,1,26-35,0.02,22959.99
TO,1,26-35,0.42,15386.99
SP,0,>55,1.51,22142.66
SP,1,>55,9.32,36769.66
SP,1,18-25,1.02,27161.11
SP,1,18-25,0.02,33323
SP,0,NA,0.18,42071
SP,1,46-55,2.07,47658.68
SP,1,46-55,1.51,17605.85
SP,1,26-35,26.78,16283.71
SP,0,NA,0.44,0
SP,1,>55,0.5,200030
SP,0,NA,0.34,13390.99
SP,1,18-25,1,33173.99
SP,1,46-55,0.5,19188
SP,1,36-45,0.33,137397.7
SP,0,NA,0.5,0
SP,0,NA,0.5,23002.99
SP,0,36-45,0.08,12326.99
SP,0,26-35,8.2,28585.87
SP,1,>55,0.5,12810
SP,1,26-35,0.6,34135.57
SP,1,46-55,11.24,155622.44
SP,1,>55,2.64,104746.97
SP,0,18-25,1,51641
SP,1,36-45,0.56,118899.82
SP,1,>55,12.14,34880.29
SP,1,26-35,0.5,32531.33
SP,1,36-45,94.66,9297.1
SP,1,46-55,0.27,11507.99
SP,0,46-55,3,154655.66
SP,1,36-45,17.62,44399.47
SP,0,36-45,3.16,20614.63
SP,0,>55,0.5,135799.99
SP,1,>55,2.27,23378.23
SP,0,NA,0.5,80653.09
SP,1,18-25,0.44,36173.49
SP,1,26-35,3.16,23735.76
SP,0,NA,2.22,17809.62
SP,1,>55,0.5,33569.37
SP,1,36-45,0.35,50593
SP,1,36-45,0.49,23036.99
SP,1,46-55,0.07,4948.99
SP,1,26-35,0.17,0
SP,1,36-45,1.87,7711.22
SP,0,NA,2.74,42006.47
SP,1,26-35,2.24,21036.42
SP,1,18-25,0.85,52807.96
SP,1,26-35,0.25,25943.99
SP,1,26-35,0.46,74622
SP,1,>55,0.35,74028.99
SP,1,26-35,5.23,16774.55
SP,1,46-55,0.73,19405.55
SP,1,>55,0.8,10239.94
SP,1,>55,15.76,21201.4
SP,0,NA,4.86,60308.06
SP,1,26-35,1.03,7603.12
SP,1,26-35,0.7,42381.72
TO,1,26-35,0.5,28180
SP,1,36-45,4.74,48582.55
SP,0,46-55,0.58,30653.91
SP,1,46-55,0.19,20114.99
SP,1,46-55,0.5,24629.49
SP,1,26-35,0.64,24326.53
SP,0,NA,3.37,52873.62
SP,0,NA,0.45,21447.99
SP,0,NA,2.22,53278.01
SP,1,36-45,3.41,39129.97
SP,1,36-45,0.5,26869.02
SP,0,NA,0.12,23623.99
SP,1,26-35,2.1,18419.05
SP,1,26-35,1.08,52906.93
SP,NA,46-55,0.43,12590
SP,1,36-45,6.92,60374.29
SP,1,26-35,1.46,25054.62
SP,1,26-35,10.23,27046.16
SP,1,NA,0,0
SP,1,>55,10.99,45297.78
SP,1,>55,0.95,111546.09
SP,1,18-25,5.58,14716.89
SP,NA,NA,1.01,91445.18
SP,1,>55,0.5,16593
SP,1,46-55,0.5,0
SP,0,>55,0.4,163975
TO,1,>55,0.49,32733.02
SP,1,18-25,0.5,38195.99
SP,1,46-55,1.51,32909.05
SP,1,36-45,2.31,65765.34
SP,NA,NA,0,0
SP,1,36-45,0.46,85499.99
SP,0,36-45,0.13,35774.99
SP,1,>55,10.04,40737.76
SP,1,>55,1,30684.49
SP,1,18-25,5.5,29837.4
SP,1,>55,1.04,68219.53
SP,1,36-45,1.99,69929.59
SP,1,>55,0.5,76982.53
SP,0,18-25,0.88,104840.99
SP,1,46-55,0.48,0
SP,1,26-35,0.24,18658
SP,1,36-45,0.41,9.99
SP,NA,NA,0,0
SP,0,NA,3.49,61777.03
SP,0,26-35,0.61,34421.07
SP,1,46-55,2.02,17915.34
SP,1,36-45,0.52,26296.44
SP,1,46-55,0.06,41788
SP,1,NA,0,0
SP,1,>55,0.5,56785.99
SP,0,NA,1,12214
SP,1,46-55,1.47,23600.93
SP,1,46-55,1.01,22196.71
SP,1,26-35,1.15,69729.82
SP,NA,NA,0,0
SP,0,NA,2.38,23832.42
SP,0,36-45,3.33,27087.26
SP,1,36-45,0.5,41192.99
SP,0,36-45,2.21,125263.28
SP,1,36-45,1.27,14907.84
TO,1,36-45,0.5,54168.19
SP,1,26-35,9.18,16207.91
SP,1,46-55,1.51,26301
SP,1,36-45,0.73,3922.65
SP,1,18-25,0.29,9182
SP,0,NA,0.33,8344.99
SP,1,26-35,88.63,50218.34
SP,NA,NA,0,0
SP,0,NA,1,11708
SP,1,36-45,0.35,36319.99
SP,1,>55,0.13,67783.5
SP,0,NA,0.18,62360.99
SP,NA,NA,0,0
SP,1,36-45,4.11,16441.7
SP,1,>55,0.5,23588.99
SP,1,36-45,0.39,38646.99
SP,0,26-35,0.25,24058
SP,1,26-35,0.28,18954.99
SP,0,NA,0.5,43623.46
SP,1,>55,0.22,36237.99
SP,0,NA,0.64,69005.57
TO,1,>55,0.08,0
SP,0,36-45,0.5,31783.99
SP,1,26-35,0.76,23787.51
SP,1,36-45,0.5,78755.4
SP,1,>55,13.71,28036.02
SP,1,46-55,3.13,12137.67
SP,1,26-35,25.86,194794.26
SP,0,>55,0.44,13553.66
SP,0,36-45,0.47,39510.99
SP,0,46-55,1.01,22941.84
SP,1,46-55,1.86,76889.19
SP,1,>55,1,12093.49
SP,0,NA,1.26,14776.99
SP,1,26-35,3.32,15064.76
SP,1,36-45,4.75,29271.51
SP,1,46-55,0.89,23072.68
SP,1,36-45,3.64,12467.67
SP,0,18-25,0.1,163232.99
SP,1,46-55,6.67,40583.73
SP,0,36-45,1.56,16683.88
SP,1,46-55,1.51,35819.34
SP,1,26-35,0.58,24852.18
SP,1,36-45,2.57,14219.9
SP,1,36-45,4,8605.77
SP,1,36-45,2.98,12302.02
SP,1,>55,5.89,19761.66
SP,1,>55,0.19,42656.77
SP,1,46-55,0.5,44255
SP,1,26-35,0.66,16837.9
SP,1,36-45,0.27,33461
SP,1,18-25,0.47,9262.98
SP,1,>55,0.47,23901
SP,1,36-45,8.46,13234.02
SP,1,46-55,0.008219178,409251
TO,0,46-55,0.43,52097
SP,1,36-45,0.24,33586
SP,0,>55,11.68,37403.51
SP,1,26-35,3.54,38686.16
SP,1,26-35,0.15,25497.99
SP,NA,36-45,1.71,67104.03
SP,1,36-45,0.17,63359.99
SP,1,36-45,0.5,14474.99
SP,1,>55,2.52,48272.88
SP,1,46-55,1.93,17009.62
SP,0,46-55,0.01,133431.99
SP,0,>55,0.18,11120
SP,1,46-55,2.21,20534.25
SP,NA,NA,3.26,48089.43
SP,1,26-35,1.01,143644.79
SP,1,36-45,2,34242.09
SP,1,26-35,0.5,85494
SP,1,18-25,1.71,26212.74
SP,1,36-45,41.52,29743.18
SP,1,36-45,0.06,59404.99
SP,1,36-45,0.5,107862.99
SP,1,26-35,1.12,67298.39
SP,1,46-55,3.1,36462.78
SP,1,18-25,0.1,85117
SP,0,NA,0.1,54636.99
SP,NA,36-45,0.1,35023
SP,1,>55,2.82,36799.84
SP,1,36-45,0.002739726,8128.99
SP,1,26-35,2.85,27797.44
SP,1,46-55,0.5,49083.99
SP,1,>55,0.38,23812
SP,1,46-55,2.01,17884.31
SP,NA,NA,0,0
SP,1,46-55,8.65,12567.48
SP,NA,NA,0,0
SP,1,46-55,1.08,24152.61
SP,1,36-45,0.47,51664.33
SP,NA,46-55,0.5,11424.91
SP,1,36-45,51.98,30933.03
TO,1,46-55,0.85,21943.08
SP,1,>55,1.94,39225.23
SP,1,36-45,0.39,26076
SP,1,36-45,0.5,0
SP,1,36-45,10.32,40591.48
SP,1,36-45,5.27,12834.16
SP,0,26-35,0.03,56908.99
SP,0,NA,0.15,44693.99
SP,1,36-45,1.01,33239.63
SP,1,36-45,3.72,6604.17
SP,1,>55,0.15,5832.99
SP,NA,NA,0,0
SP,0,>55,1.06,69556.21
SP,1,18-25,0.66,38974.45
SP,0,36-45,0.01,156202
SP,1,18-25,4.12,32435.01
SP,1,36-45,1.87,57909.39
SP,1,26-35,0.44,62314
SP,1,46-55,0.5,67767.99
SP,1,NA,0,0
SP,1,36-45,19.34,16925.69
SP,1,36-45,4.59,30597.89
SP,0,NA,1.78,84880.36
SP,1,>55,0.75,25861.75
SP,1,>55,0.5,66944.37
SP,1,46-55,2.67,27564.12
SP,1,46-55,1.14,64523.74
SP,1,36-45,2.47,69397.05
SP,0,NA,6,52675.81
SP,1,26-35,2.89,22536.69
SP,1,46-55,1.01,23606.86
SP,0,46-55,1.54,16078.44
SP,1,26-35,1.96,29191.56
SP,1,>55,14.41,18066.28
SP,1,18-25,0.35,33321.99
SP,NA,NA,0.07,14157.99
SP,1,>55,1.56,16050.46
SP,1,46-55,0.81,65069.11
SP,1,>55,0.5,50657.99
SP,0,>55,2.6,39883.26
SP,NA,NA,1,0
SP,1,46-55,7.18,20633.78
SP,1,26-35,0.44,54711.21
SP,NA,NA,0,0
SP,1,>55,1.29,9821.48
SP,1,36-45,1.01,9441.63
SP,1,46-55,1.21,67761.46
SP,1,36-45,0.23,9576.99
SP,1,36-45,1.28,43521.43
SP,1,36-45,0.5,10562
SP,1,36-45,0.5,12005.89
SP,1,18-25,0.29,31504.99
SP,1,36-45,21.01,16351.97
SP,1,36-45,1.37,18646.74
SP,0,NA,0.38,23689.49
SP,1,36-45,0.09,60454.99
SP,1,>55,0,0
SP,1,26-35,59.25,11486.83
SP,1,>55,10.79,26381.99
SP,1,36-45,0.5,91844.99
SP,1,36-45,0.5,69999.99
SP,1,>55,0.56,39241.44
SP,NA,36-45,0.42,136293.28
SP,0,NA,0.96,17023.91
SP,1,>55,3.21,16944.04
SP,0,NA,0.5,62524.83
SP,0,26-35,0.5,29009.24
SP,1,>55,0.34,23951.99
SP,0,>55,0.5,86632
SP,1,46-55,0.62,34295.8
SP,1,36-45,0.26,31201.99
SP,1,36-45,1.61,17319.78
SP,1,26-35,10,7428.49
SP,0,>55,0.5,145023.99
SP,1,18-25,8.61,21201.94
SP,0,>55,1.55,28782.64
SP,1,>55,0.33,15685.99
SP,1,26-35,0.5,16674.57
SP,1,>55,0.24,54368
SP,1,>55,0.5,33687
SP,1,>55,0.5,146442.89
SP,0,26-35,0.4,129237.99
SP,1,46-55,8.59,14037.51
SP,1,36-45,0.08,71971
SP,1,26-35,0.5,9704
SP,1,26-35,55.92,29192.3
SP,1,46-55,1.25,28019.3
SP,1,36-45,0.5,30183.99
SP,0,46-55,1,39454.49
SP,0,36-45,0.8,27863.56
SP,1,26-35,1.14,77498.17
SP,0,NA,1.95,9382.6
TO,1,26-35,1.5,44489.63
SP,0,NA,0.85,7509.06
SP,1,26-35,0.6,26367.65
SP,1,46-55,3.16,52642.02
SP,1,26-35,1.39,26306.3
SP,NA,NA,0,0
SP,0,36-45,1.94,17340.64
SP,0,NA,0.5,18896
SP,NA,26-35,0,0
SP,NA,NA,0,0
SP,1,>55,0.06,50511.99
SP,0,36-45,0.5,31661
SP,1,36-45,1.52,17625.41
SP,1,46-55,1.5,169107.09
SP,1,46-55,0.3,62793.99
SP,1,>55,1.9,48752.35
SP,1,18-25,0.46,35267
SP,1,36-45,0.24,9347
SP,1,26-35,0.002739726,20886
SP,1,>55,0.81,145925.87
SP,1,>55,0.17,60841.99
SP,1,46-55,2.5,9249.34
SP,1,26-35,0.5,34581.66
SP,1,26-35,0.19,83665
SP,0,NA,0.62,57907.39
SP,1,26-35,0.5,32152
SP,1,18-25,0.33,67525.99
SP,1,36-45,62.4,15520.03
SP,1,36-45,0.5,31605
SP,0,NA,0.5,34327.99
SP,1,46-55,0.5,21059.99
SP,1,46-55,0.37,52283
SP,1,46-55,0.49,26897.55
SP,1,26-35,3.73,44933.71
SP,1,>55,0.27,6975.99
SP,0,NA,0.75,59999.99
SP,1,26-35,1.27,36121.54
SP,1,46-55,1.51,16183.99
SP,0,NA,6.47,41467.47
SP,0,36-45,0.06,248000
SP,1,46-55,0.83,11683.6
SP,1,26-35,0.75,15906
SP,1,36-45,0.5,55196
SP,1,>55,2.52,61619.22
SP,1,26-35,11.71,12745.83
SP,NA,NA,0.17,58261.99
SP,1,36-45,2.25,25707.87
SP,1,36-45,1.09,40565.25
SP,1,26-35,0.33,31107.99
SP,1,46-55,0.29,56571.99
SP,1,18-25,0.09,37794
SP,1,36-45,1.72,66874.68
SP,0,26-35,3.64,7218.04
SP,1,26-35,0.65,32333.16
SP,1,26-35,4.52,43485.13
SP,0,36-45,0.5,75126.99
SP,1,26-35,0.27,32906
SP,1,36-45,2.67,16097.74
SP,1,36-45,0.17,39771.99
SP,1,>55,7.76,29783.1
SP,1,>55,0.69,34448.97
SP,0,36-45,2.35,69837.98
SP,0,NA,0.38,62553.99
SP,1,46-55,7.05,16933.36
SP,1,18-25,1.33,28857.79
SP,0,>55,0.14,330932.99
SP,1,>55,8.49,8001.86
SP,1,18-25,27.73,26923.65
SP,1,26-35,1.59,33945.11
SP,0,NA,0.1,31899
SP,1,36-45,16.2,285084.68
SP,1,>55,1.44,19050.59
SP,1,18-25,0.5,6494.67
SP,0,NA,0.98,31642.12
SP,1,46-55,0.4,22054.99
SP,0,18-25,0.34,15377.99
SP,1,18-25,26.35,24175.52
SP,0,46-55,1.59,34308.2
SP,1,36-45,16.48,33081.4
SP,1,18-25,6.74,24870.69
SP,1,18-25,3.05,15368.75
SP,1,36-45,2.7,32534.64
SP,NA,NA,0,0
SP,1,46-55,0.32,78115.12
SP,1,>55,0.74,3821.9
SP,1,46-55,37.22,23340.19
SP,1,36-45,1.32,18212.45
SP,1,>55,26.26,12745.96
SP,1,36-45,1,32856
TO,1,36-45,0.5,58568
SP,0,NA,0.08,7869
SP,1,36-45,3.46,39960.3
SP,1,18-25,0.2,0
SP,1,26-35,8.89,19874.66
SP,NA,18-25,0.5,59821.99
SP,1,46-55,0.89,70741.17
SP,1,>55,0.5,5958.38
SP,1,18-25,2.02,52178.25
SP,1,36-45,0.06,219984.99
SP,1,46-55,1.51,8360.11
SP,1,>55,0.4,65051.99
SP,1,46-55,1.9,67992.91
SP,1,46-55,7.07,20027.13
SP,1,>55,9.98,15348.7
SP,1,36-45,0.38,33942
SP,0,26-35,1.8,28274.46
SP,0,>55,0.96,15380.5
SP,1,46-55,1.1,42553.95
SP,1,>55,0.7,63208.9
SP,0,NA,1.84,33668.24
SP,NA,NA,0.76,29491.94
SP,1,26-35,4.32,33704.78
SP,NA,NA,0.17,25754
SP,1,18-25,3.88,28177.41
TO,1,46-55,0.91,76733.88
SP,1,36-45,0.93,39450.97
SP,1,26-35,38.95,34110.69
SP,1,36-45,0.13,49799.99
SP,1,46-55,12.72,25281.29
SP,1,>55,0.42,14252
SP,1,26-35,0.89,25826.59
SP,1,>55,0.11,27488.99
SP,1,36-45,0.54,25823.5
SP,1,36-45,2.09,16172.11
SP,1,26-35,48.66,21768.49
SP,1,36-45,161.93,43094
SP,0,NA,0.45,61240
SP,1,26-35,1.04,3506.66
SP,1,>55,10.38,16521.66
SP,1,36-45,1,48460.49
SP,1,18-25,6.89,24688.79
SP,1,46-55,2.38,84409.03
SP,1,>55,0.45,7784.99
SP,1,46-55,3.29,15569.85
SP,0,46-55,0.5,82513.47
SP,1,26-35,0.19,25954
SP,1,26-35,2.12,25157.86
SP,1,36-45,2.04,11345.17
SP,1,46-55,10.64,36333.14
SP,0,46-55,0.73,40628.36
SP,1,>55,0.12,27997
SP,1,>55,0.5,60006.19
SP,1,36-45,0.41,0
SP,1,>55,10,29149.3
SP,1,36-45,2.28,12646.28
SP,1,36-45,1.02,62581.76
SP,0,NA,3.36,31502.99
SP,1,18-25,0.42,23359
SP,1,26-35,1.14,23604.9
SP,1,>55,0.29,56845
SP,1,36-45,0.5,46512
SP,0,36-45,3.33,22378.63
SP,1,36-45,3.22,28001.54
SP,1,>55,1.01,41143.78
SP,1,>55,0.87,18799.52
SP,1,>55,3.19,35105.52
SP,1,>55,0.03,12388.99
SP,1,46-55,2.89,52728.9
SP,1,18-25,0.96,46456.95
SP,0,26-35,0.27,9024.44
SP,1,46-55,0.77,54038.95
SP,1,36-45,0.5,53412
SP,0,NA,3.23,26379.59
SP,NA,NA,0,0
SP,NA,36-45,0.5,65109.66
SP,1,>55,0.12,40812
SP,0,46-55,0.5,133332.99
SP,0,26-35,1.46,61561.11
SP,0,NA,0.36,11388.99
SP,0,NA,0.49,45114.98
SP,1,46-55,0.5,37364.9
SP,1,18-25,0,0
SP,1,36-45,3,162002.72
SP,1,26-35,1.34,28781.75
SP,0,>55,2.87,28516.36
TO,1,26-35,0.5,26886.31
SP,NA,NA,0,0
SP,1,26-35,0.33,40294.99
SP,0,NA,0.34,15059.99
SP,1,46-55,0.5,48595
SP,1,26-35,1.35,147593.05
SP,1,36-45,2.66,29629.51
SP,1,18-25,1,27009.49
SP,1,36-45,0.67,20255.77
SP,1,46-55,0.005479452,20739.99
SP,0,NA,7.08,32018.02
SP,1,26-35,0.17,127887.99
SP,1,>55,0.5,16811.99
SP,1,18-25,0.5,33017
SP,1,46-55,0.26,122610
SP,1,18-25,1.33,34537.16
SP,1,36-45,0.75,62193.82
SP,1,26-35,1.51,68024
